Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,isMobile,timespentonsite_7days,pageviews_7days,sessions_7days,Loan_Status
LP001284,Male,Yes,2,Graduate,No,23010,9857.999878,78000,180,1,Urban,0,28,16,4,Y
LP001285,Female,No,0,Graduate,No,18110,16660,54000,360,1,Urban,0,50,10,6,Y
LP001286,Male,Yes,0,Graduate,No,206670,0,,360,1,Rural,0,41,8,5,N
LP001287,Male,No,0,Graduate,No,31580,30530,89000,360,1,Rural,1,24,15,5,Y
LP001288,Female,No,0,Graduate,Yes,26000,17170,99000,300,1,Semiurban,0,26,11,4,N
LP001289,Male,Yes,0,Graduate,No,37040,20000,120000,360,1,Rural,1,46,11,5,Y
LP001290,Female,No,0,Graduate,No,41240,0,115000,360,1,Semiurban,0,27,19,5,Y
LP001291,Male,No,0,Graduate,No,95080,0,187000,360,1,Rural,1,35,10,5,Y
LP001292,Male,Yes,0,Graduate,No,30750,24160,139000,360,1,Rural,0,26,15,7,Y
LP001293,Male,Yes,2,Graduate,No,44000,0,127000,360,0,Semiurban,1,33,11,5,N
LP001294,Male,Yes,2,Graduate,No,31530,15600,134000,360,1,Urban,0,33,20,3,Y
LP001295,Female,No,,Graduate,No,54170,0,143000,480,0,Urban,1,28,11,5,N
LP001296,Male,Yes,0,Graduate,No,23830,33340,172000,360,1,Semiurban,1,32,12,3,Y
LP001297,Male,Yes,3+,Graduate,,44160,12500,110000,360,1,Urban,0,20,18,6,Y
LP001298,Male,Yes,1,Graduate,No,68750,0,200000,360,1,Semiurban,1,30,15,5,Y
LP001299,Female,Yes,1,Graduate,No,46660,0,135000,360,1,Urban,1,45,18,5,Y
LP001300,Female,No,0,Graduate,No,50000,25410,151000,480,1,Rural,1,27,17,3,N
LP001301,Male,Yes,1,Graduate,No,20140,29250,113000,360,1,Urban,0,23,3,4,N
LP001302,Male,Yes,0,Not Graduate,No,18000,29340,93000,360,0,Urban,0,45,9,6,N
LP001303,Male,Yes,,Not Graduate,No,28750,17500,105000,360,1,Semiurban,1,21,19,3,Y
LP001304,Female,No,0,Graduate,No,50000,0,132000,360,1,Rural,1,32,8,7,Y
LP001305,Male,Yes,1,Graduate,No,16250,18030,96000,360,1,Urban,1,32,16,4,Y
LP001306,Male,No,0,Graduate,No,40000,25000,140000,360,1,Rural,0,34,18,5,Y
LP001307,Male,No,0,Not Graduate,No,20000,0,,360,1,Urban,0,29,11,6,N
LP001308,Female,No,0,Graduate,No,37620,16660,135000,360,1,Rural,1,38,7,6,Y
LP001309,Female,No,0,Graduate,No,24000,18630,104000,360,0,Urban,1,11,4,5,N
LP001310,Male,No,0,Graduate,No,202330,0,480000,360,1,Rural,1,10,15,5,N
LP001311,Male,Yes,2,Not Graduate,No,76670,0,185000,360,,Rural,1,42,8,3,Y
LP001312,Female,No,0,Graduate,No,29170,0,84000,360,1,Semiurban,1,35,18,4,Y
LP001313,Male,No,0,Not Graduate,No,29270,24050,111000,360,1,Semiurban,1,21,18,6,Y
LP001314,Female,No,0,Graduate,No,25070,0,56000,360,1,Rural,1,20,10,3,Y
LP001315,Male,Yes,2,Graduate,Yes,57460,0,144000,84,,Rural,1,38,10,5,Y
LP001316,,Yes,0,Graduate,No,24730,18430,159000,360,1,Rural,0,37,11,4,N
LP001317,Male,Yes,1,Not Graduate,No,33990,16400,111000,180,1,Urban,1,37,12,7,Y
LP001318,Male,Yes,2,Graduate,No,37170,0,120000,360,1,Semiurban,1,23,17,4,Y
LP001319,Male,Yes,0,Graduate,No,20580,21340,88000,360,,Urban,0,27,15,6,Y
LP001320,Female,No,1,Graduate,No,35410,0,112000,360,,Semiurban,1,22,15,5,Y
LP001321,Male,Yes,1,Graduate,Yes,100000,0,155000,360,1,Rural,0,23,18,5,N
LP001322,Male,Yes,0,Graduate,No,24000,21670,115000,360,1,Semiurban,1,22,18,3,Y
LP001323,Male,Yes,3+,Graduate,No,43420,1890,124000,360,1,Semiurban,0,20,17,6,Y
LP001324,Male,Yes,2,Not Graduate,No,36010,15900,,360,1,Rural,0,45,14,4,Y
LP001325,Female,No,0,Graduate,No,31660,29850,132000,360,,Rural,0,42,7,3,Y
LP001326,Male,Yes,3+,Graduate,No,150000,0,300000,360,1,Rural,1,25,6,5,Y
LP001327,Male,Yes,1,Graduate,Yes,86660,49830,376000,360,0,Rural,1,14,10,4,N
LP001328,Male,No,0,Graduate,No,49170,0,130000,360,0,Rural,0,25,14,6,Y
LP001329,Male,Yes,0,Graduate,Yes,58180,21600,184000,360,1,Semiurban,0,31,16,3,Y
LP001330,Female,Yes,0,Graduate,No,43330,24510,110000,360,1,Urban,1,18,15,6,N
LP001331,Female,No,0,Graduate,No,25000,0,67000,360,1,Urban,1,20,11,7,Y
LP001332,Male,No,1,Graduate,No,43840,17930,117000,360,1,Urban,0,24,10,7,Y
LP001333,Male,No,0,Graduate,No,29350,0,98000,360,1,Semiurban,0,28,19,5,Y
LP001334,Male,No,,Graduate,No,28330,0,71000,360,1,Urban,1,29,9,3,Y
LP001335,Male,Yes,0,Graduate,,633370,0,490000,180,1,Urban,0,30,8,6,Y
LP001336,,Yes,1,Graduate,Yes,98330,18330,182000,180,1,Urban,1,50,10,7,Y
LP001337,Male,Yes,,Graduate,Yes,55030,44900,70000,,1,Semiurban,0,28,13,4,Y
LP001338,Male,Yes,1,Graduate,,52500,6880,160000,360,1,Rural,1,42,13,7,Y
LP001339,Male,Yes,2,Graduate,Yes,25000,46000,176000,360,1,Rural,0,42,8,6,Y
LP001340,Female,No,3+,Not Graduate,No,18300,0,,360,0,Urban,0,24,7,4,N
LP001341,Female,No,0,Graduate,No,41600,0,71000,360,1,Semiurban,0,33,17,6,Y
LP001342,Male,Yes,3+,Not Graduate,No,26470,15870,173000,360,1,Rural,1,10,6,3,N
LP001343,Female,No,0,Graduate,No,23780,0,46000,360,1,Rural,0,44,8,3,N
LP001344,Male,Yes,1,Not Graduate,No,45540,12290,158000,360,1,Urban,0,48,9,7,Y
LP001345,Male,Yes,3+,Not Graduate,No,31730,0,74000,360,1,Semiurban,0,30,15,3,Y
LP001346,Male,Yes,2,Graduate,,25830,23300,125000,360,1,Rural,1,49,17,3,Y
LP001347,Male,Yes,0,Graduate,No,24990,24580,160000,360,1,Semiurban,1,26,16,7,Y
LP001348,Male,Yes,,Not Graduate,No,35230,32300,152000,360,0,Rural,0,11,13,2,N
LP001349,Male,Yes,2,Not Graduate,No,30830,21680,126000,360,1,Urban,0,21,15,6,Y
LP001350,Male,Yes,0,Graduate,No,63330,45830,259000,360,,Semiurban,1,43,7,7,Y
LP001351,Male,Yes,0,Graduate,No,26250,62500,187000,360,1,Rural,1,45,20,3,Y
LP001352,Male,Yes,0,Graduate,No,90830,0,228000,360,1,Semiurban,1,39,18,4,Y
LP001353,Male,No,0,Graduate,No,87500,41670,308000,360,1,Rural,1,41,8,4,N
LP001354,Male,Yes,3+,Graduate,No,26660,20830,95000,360,1,Rural,0,46,18,3,Y
LP001355,Female,Yes,0,Graduate,Yes,55000,0,105000,360,0,Rural,1,42,9,3,N
LP001356,Female,Yes,0,Graduate,No,24230,5050,130000,360,1,Semiurban,1,28,20,6,Y
LP001357,Female,No,,Graduate,No,38130,0,116000,180,1,Urban,1,50,16,5,Y
LP001358,Male,Yes,2,Graduate,No,83330,31670,165000,360,1,Rural,1,42,12,3,Y
LP001359,Male,Yes,1,Graduate,No,38750,0,67000,360,1,Urban,0,18,4,3,N
LP001360,Male,Yes,0,Not Graduate,No,30000,16660,100000,480,0,Urban,0,14,11,4,N
LP001361,Male,Yes,3+,Graduate,No,51670,31670,200000,360,1,Semiurban,1,24,11,4,Y
LP001362,Female,No,1,Graduate,No,47230,0,81000,360,1,Semiurban,0,42,5,5,N
LP001363,Male,Yes,2,Graduate,No,50000,36670,236000,360,1,Semiurban,0,43,16,5,Y
LP001364,Male,Yes,0,Graduate,No,47500,23330,130000,360,1,Urban,1,25,10,4,Y
LP001365,Male,Yes,0,Graduate,No,30130,30330,95000,300,,Urban,0,44,19,7,Y
LP001366,Male,No,0,Graduate,Yes,68220,0,141000,360,1,Rural,1,42,16,6,Y
LP001367,Male,No,0,Not Graduate,No,62160,0,133000,360,1,Rural,1,13,12,4,N
LP001368,Male,No,0,Graduate,No,25000,0,96000,480,1,Semiurban,0,18,11,5,N
LP001369,Male,No,0,Graduate,No,51240,0,124000,,0,Rural,0,36,12,5,N
LP001370,Male,Yes,1,Graduate,No,63250,0,175000,360,1,Semiurban,0,23,6,4,Y
LP001371,Male,Yes,0,Graduate,No,197300,52660,570000,360,1,Rural,1,44,14,6,N
LP001372,Female,No,0,Graduate,Yes,157590,0,55000,360,1,Semiurban,0,22,20,3,Y
LP001373,Male,Yes,2,Graduate,No,51850,0,155000,360,1,Semiurban,0,30,20,5,Y
LP001374,Male,Yes,2,Graduate,Yes,93230,78730,380000,300,1,Rural,0,43,12,6,Y
LP001375,Male,No,1,Graduate,No,30620,19870,111000,180,0,Urban,1,33,5,2,N
LP001376,Female,No,0,Graduate,,27640,14590,110000,360,1,Urban,0,49,17,5,Y
LP001377,Male,Yes,0,Graduate,No,48170,9230,120000,180,1,Urban,0,38,17,4,Y
LP001378,Male,Yes,3+,Graduate,No,87500,49960,130000,360,1,Rural,0,30,19,6,Y
LP001379,Male,Yes,0,Graduate,No,43100,0,130000,360,,Semiurban,0,24,10,6,Y
LP001380,Male,No,0,Graduate,No,30690,0,71000,480,1,Urban,0,24,4,5,N
LP001381,Male,Yes,2,Graduate,No,53910,0,130000,360,1,Urban,0,27,11,5,Y
LP001382,Male,Yes,0,Graduate,,33330,25000,128000,360,1,Semiurban,1,32,5,7,Y
LP001383,Male,No,0,Graduate,No,59410,42320,296000,360,1,Semiurban,1,48,20,7,Y
LP001384,Female,No,0,Graduate,No,60000,0,156000,360,1,Urban,1,20,19,3,Y
LP001385,Male,No,0,Graduate,Yes,71670,0,128000,360,1,Urban,0,25,14,4,Y
LP001386,Male,Yes,2,Graduate,No,45660,0,100000,360,1,Urban,0,15,17,2,N
LP001387,Male,No,1,Graduate,,36670,0,113000,180,1,Urban,0,26,8,5,Y
LP001388,Male,No,0,Not Graduate,No,23460,16000,132000,360,1,Semiurban,1,35,20,7,Y
LP001389,Male,Yes,0,Not Graduate,No,30100,31360,,360,0,Urban,1,12,5,6,N
LP001390,Male,Yes,0,Graduate,No,23330,24170,136000,360,1,Urban,1,23,18,3,Y
LP001391,Male,Yes,0,Graduate,No,54880,0,125000,360,1,Rural,0,20,5,7,Y
LP001392,Male,No,3+,Graduate,No,91670,0,185000,360,1,Rural,0,49,13,6,Y
LP001393,Male,Yes,3+,Graduate,No,95040,0,275000,360,1,Rural,0,20,14,4,Y
LP001394,Male,Yes,0,Graduate,No,25830,21150,120000,360,,Urban,1,38,14,6,Y
LP001395,Male,Yes,2,Not Graduate,No,19930,16250,113000,180,1,Semiurban,0,30,13,5,Y
LP001396,Male,Yes,2,Graduate,No,31000,14000,113000,360,1,Urban,0,43,7,5,Y
LP001397,Male,Yes,2,Graduate,No,32760,4840,135000,360,,Semiurban,1,28,20,6,Y
LP001398,Female,No,0,Graduate,No,31800,0,71000,360,0,Urban,1,20,16,5,N
LP001399,Male,Yes,0,Graduate,No,30330,14590,95000,360,1,Urban,0,34,12,4,Y
LP001400,Male,No,0,Not Graduate,No,39020,16660,109000,360,1,Rural,1,22,5,5,Y
LP001401,Female,No,0,Graduate,No,15000,18000,103000,360,0,Semiurban,1,18,14,5,N
LP001402,Male,Yes,2,Not Graduate,No,28890,0,45000,180,0,Urban,0,41,14,4,N
LP001403,Male,No,0,Not Graduate,No,27550,0,65000,300,1,Rural,1,37,17,5,N
LP001404,Male,No,0,Graduate,No,25000,200000,103000,360,1,Semiurban,0,36,19,6,Y
LP001405,Female,No,0,Not Graduate,No,19630,0,53000,360,1,Semiurban,0,37,8,3,Y
LP001406,Female,No,0,Graduate,Yes,74410,0,194000,360,1,Rural,0,13,14,4,N
LP001407,Female,No,0,Graduate,No,45470,0,115000,360,1,Semiurban,0,36,7,5,Y
LP001408,Male,Yes,0,Not Graduate,No,21670,24000,115000,360,1,Urban,1,23,12,5,Y
LP001409,Female,No,0,Not Graduate,No,22130,0,66000,360,1,Rural,0,47,8,3,Y
LP001410,Male,Yes,1,Graduate,No,83000,0,152000,300,0,Semiurban,0,12,16,6,N
LP001411,Male,Yes,3+,Graduate,No,810000,0,360000,360,0,Rural,1,45,17,5,N
LP001412,Female,No,1,Not Graduate,Yes,38670,0,62000,360,1,Semiurban,1,39,14,2,N
LP001413,Male,Yes,0,Graduate,,62560,0,160000,360,,Urban,1,48,12,6,Y
LP001414,Male,Yes,0,Not Graduate,No,60960,0,218000,360,0,Rural,0,25,9,6,N
LP001415,Male,Yes,0,Not Graduate,No,22530,20330,110000,360,1,Rural,1,43,19,5,Y
LP001416,Female,Yes,0,Not Graduate,No,21490,32370,178000,360,0,Semiurban,0,25,15,4,N
LP001417,Female,No,0,Graduate,No,29950,0,60000,360,1,Urban,1,39,14,7,Y
LP001418,Female,No,1,Graduate,No,26000,0,160000,360,1,Urban,1,30,6,2,N
LP001419,Male,Yes,2,Graduate,Yes,16000,200000,239000,360,1,Urban,1,25,13,2,N
LP001420,Male,Yes,0,Graduate,No,10250,27730,112000,360,1,Rural,0,47,9,7,Y
LP001421,Male,Yes,0,Graduate,No,32460,14170,138000,360,1,Semiurban,1,31,5,7,Y
LP001422,Male,Yes,0,Graduate,No,58290,0,138000,360,1,Rural,1,47,15,3,Y
LP001423,Female,No,0,Not Graduate,No,27200,0,80000,,0,Urban,0,22,18,6,N
LP001424,Male,Yes,0,Graduate,No,18200,17190,100000,360,1,Urban,0,43,16,3,Y
LP001425,Male,Yes,1,Graduate,No,72500,16670,110000,,0,Urban,1,24,6,2,N
LP001426,Male,Yes,0,Graduate,No,148800,0,96000,360,1,Semiurban,0,20,17,5,Y
LP001427,Male,Yes,0,Graduate,No,26660,43000,121000,360,1,Rural,0,27,7,3,Y
LP001428,Female,No,1,Not Graduate,No,46060,0,81000,360,1,Rural,1,28,18,2,N
LP001429,Male,Yes,2,Graduate,No,59350,0,133000,360,1,Semiurban,0,37,20,4,Y
LP001430,Male,Yes,0,Graduate,No,29200,161.2000084,87000,360,1,Rural,1,32,20,5,Y
LP001431,Male,No,0,Not Graduate,No,27170,0,60000,180,1,Urban,0,42,7,5,Y
LP001432,Female,No,1,Graduate,Yes,86240,0,150000,360,1,Semiurban,1,24,13,3,Y
LP001433,Male,No,0,Graduate,No,65000,0,105000,360,0,Rural,0,45,8,5,N
LP001434,Male,No,0,Graduate,,128760,0,405000,360,1,Semiurban,0,21,18,7,Y
LP001435,Male,Yes,0,Graduate,No,24250,23400,143000,360,1,Semiurban,0,50,18,5,Y
LP001436,Male,No,0,Graduate,No,37500,0,100000,360,1,Urban,1,31,10,6,Y
LP001437,Female,,,Graduate,No,100470,0,,240,1,Semiurban,0,27,5,5,Y
LP001438,Male,No,0,Graduate,No,19260,18510,50000,360,1,Semiurban,1,34,7,7,Y
LP001439,Male,Yes,0,Graduate,No,22130,11250,,360,1,Urban,0,33,11,5,Y
LP001440,Male,No,0,Graduate,Yes,104160,0,187000,360,0,Urban,0,33,10,2,N
LP001441,Female,Yes,0,Not Graduate,Yes,71420,0,138000,360,1,Rural,1,37,13,7,Y
LP001442,Male,No,0,Graduate,No,36600,50640,187000,360,1,Semiurban,0,25,10,6,Y
LP001443,Male,Yes,0,Graduate,No,79010,18330,180000,360,1,Rural,1,41,9,4,Y
LP001444,Male,No,3+,Not Graduate,No,47070,19930,148000,360,1,Semiurban,1,49,11,7,Y
LP001445,Male,No,1,Graduate,No,377190,0,152000,360,1,Semiurban,0,39,7,5,Y
LP001446,Male,Yes,0,Graduate,No,73330,83330,175000,300,,Rural,0,33,19,3,Y
LP001447,Male,Yes,1,Graduate,Yes,34660,12100,130000,360,1,Rural,0,23,16,7,Y
LP001448,Male,Yes,2,Not Graduate,No,46520,0,110000,360,1,Rural,1,26,13,5,Y
LP001449,Male,Yes,0,Graduate,,35390,13760,55000,360,1,Rural,1,21,12,4,N
LP001450,Male,Yes,2,Graduate,No,33400,17100,150000,360,0,Rural,0,18,14,4,N
LP001451,Male,No,1,Not Graduate,Yes,27690,15420,190000,360,,Semiurban,0,36,4,2,N
LP001452,Male,Yes,2,Not Graduate,No,23090,12550,125000,360,0,Rural,0,14,17,5,N
LP001453,Male,Yes,2,Not Graduate,No,19580,14560,60000,300,,Urban,0,25,10,7,Y
LP001454,Male,Yes,0,Graduate,No,39480,17330,149000,360,0,Rural,1,13,10,6,N
LP001455,Male,Yes,0,Graduate,No,24830,24660,90000,180,0,Rural,1,27,9,7,Y
LP001456,Male,No,0,Graduate,Yes,70850,0,84000,360,1,Semiurban,1,37,17,3,Y
LP001457,Male,Yes,2,Graduate,No,38590,0,96000,360,1,Semiurban,1,39,13,4,Y
LP001458,Male,Yes,0,Graduate,No,43010,0,118000,360,1,Urban,0,39,18,3,Y
LP001459,Male,Yes,0,Graduate,No,37080,25690,173000,360,1,Urban,1,37,12,3,N
LP001460,Male,No,2,Graduate,No,43540,0,136000,360,1,Rural,1,43,8,7,Y
LP001461,Male,Yes,0,Graduate,No,83340,0,160000,360,1,Semiurban,0,34,17,6,N
LP001462,,Yes,0,Graduate,Yes,20830,40830,160000,360,,Semiurban,1,45,20,5,Y
LP001463,Male,Yes,3+,Graduate,No,77400,0,128000,180,1,Urban,0,22,6,6,Y
LP001464,Male,Yes,0,Graduate,No,30150,21880,153000,360,1,Rural,1,45,9,5,Y
LP001465,Female,No,1,Not Graduate,,51910,0,132000,360,1,Semiurban,1,41,12,6,Y
LP001466,Male,No,0,Graduate,No,41660,0,98000,360,0,Semiurban,0,43,9,3,N
LP001467,Male,No,0,Graduate,No,60000,0,140000,360,1,Rural,0,30,19,6,Y
LP001468,Male,Yes,3+,Not Graduate,No,29470,16640,70000,180,0,Urban,1,37,6,2,N
LP001469,,Yes,0,Graduate,No,166920,0,110000,360,1,Semiurban,1,23,20,4,Y
LP001470,Female,Yes,2,Not Graduate,,2100,29170,98000,360,1,Semiurban,0,23,16,7,Y
LP001471,Male,Yes,0,Graduate,No,43330,24510,110000,360,1,Urban,0,18,13,3,N
LP001472,Male,Yes,1,Graduate,Yes,34500,20790,162000,360,1,Semiurban,1,43,10,6,Y
LP001473,Male,Yes,1,Not Graduate,No,26530,15000,113000,180,0,Rural,0,29,6,2,N
LP001474,Male,Yes,3+,Graduate,No,46910,0,100000,360,1,Semiurban,0,33,6,6,Y
LP001475,Female,No,0,Graduate,Yes,25000,0,93000,360,,Urban,0,46,5,6,Y
LP001476,Male,No,2,Graduate,No,55320,46480,162000,360,1,Rural,0,26,14,6,Y
LP001477,Male,Yes,2,Graduate,Yes,165250,10140,150000,360,1,Rural,0,35,15,3,Y
LP001478,Male,Yes,2,Graduate,No,67000,17500,230000,300,1,Semiurban,1,27,17,4,Y
LP001479,,Yes,2,Graduate,No,28730,18720,132000,360,0,Semiurban,0,45,15,2,N
LP001480,Male,Yes,1,Graduate,Yes,166670,22500,86000,360,1,Semiurban,0,46,5,7,Y
LP001481,Male,Yes,2,Graduate,No,29470,16030,,360,1,Urban,0,17,5,6,N
LP001482,Female,No,0,Not Graduate,No,43500,0,154000,360,1,Rural,1,43,6,7,Y
LP001483,Male,Yes,3+,Not Graduate,No,30950,0,113000,360,1,Rural,1,39,20,4,Y
LP001484,Male,Yes,0,Graduate,No,20830,31500,128000,360,1,Semiurban,1,47,18,3,Y
LP001485,Male,Yes,0,Graduate,No,108330,0,234000,360,1,Semiurban,0,41,5,3,Y
LP001486,Male,Yes,2,Graduate,No,83330,0,246000,360,1,Semiurban,1,47,5,6,Y
LP001487,Male,Yes,1,Not Graduate,No,19580,24360,131000,360,1,Rural,1,47,18,4,Y
LP001488,Male,No,2,Graduate,No,35470,0,80000,360,0,Rural,0,20,16,3,N
LP001489,Male,Yes,1,Graduate,No,183330,0,500000,360,1,Urban,1,44,18,4,N
LP001490,Male,Yes,2,Graduate,Yes,45830,20830,160000,360,1,Semiurban,1,28,5,3,Y
LP001491,Male,No,0,Graduate,No,24350,0,75000,360,1,Urban,1,26,7,6,N
LP001492,Male,No,0,Not Graduate,No,26990,27850,96000,360,,Semiurban,1,48,16,5,Y
LP001493,Male,Yes,1,Not Graduate,No,53330,11310,186000,360,,Urban,0,44,9,4,Y
LP001494,Male,No,0,Not Graduate,No,36910,0,110000,360,1,Rural,1,29,7,5,Y
LP001495,Female,No,0,Not Graduate,Yes,172630,0,225000,360,1,Semiurban,0,25,12,5,Y
LP001496,Male,Yes,0,Graduate,No,35970,21570,119000,360,0,Rural,0,16,13,2,N
LP001497,Female,Yes,1,Graduate,No,33260,9130,105000,84,1,Semiurban,0,50,9,3,Y
LP001498,Male,Yes,0,Not Graduate,No,26000,17000,107000,360,1,Rural,1,31,20,4,Y
LP001499,Male,Yes,0,Graduate,No,46250,28570,111000,12,,Urban,0,44,6,3,Y
LP001500,Male,Yes,1,Graduate,Yes,28950,0,95000,360,1,Semiurban,1,35,12,5,Y
LP001501,Male,No,0,Graduate,No,62830,44160,209000,360,0,Rural,0,20,4,4,N
LP001502,Female,No,0,Graduate,No,6450,36830,113000,480,1,Rural,1,42,6,4,Y
LP001503,Female,No,0,Graduate,No,31590,0,100000,360,1,Semiurban,0,30,13,5,Y
LP001504,Male,Yes,2,Graduate,No,48650,56240,208000,360,1,Semiurban,0,36,11,3,Y
LP001505,Male,Yes,1,Not Graduate,No,40500,53020,138000,360,,Rural,1,19,7,5,N
LP001506,Male,Yes,0,Not Graduate,No,38140,14830,124000,300,1,Semiurban,1,39,12,7,Y
LP001507,Male,Yes,2,Graduate,No,35100,44160,243000,360,1,Rural,1,49,8,7,Y
LP001508,Male,Yes,0,Graduate,No,208330,66670,480000,360,,Urban,0,40,5,3,Y
LP001509,,No,0,Graduate,No,35830,0,96000,360,1,Urban,0,33,6,4,N
LP001510,Male,Yes,0,Graduate,Yes,24790,30130,188000,360,1,Urban,1,27,20,7,Y
LP001511,Female,No,1,Graduate,No,132620,0,40000,360,1,Urban,1,38,15,3,Y
LP001512,Male,No,0,Not Graduate,No,35980,12870,100000,360,1,Rural,1,24,12,4,N
LP001513,Male,Yes,1,Graduate,No,60650,20040,250000,360,1,Semiurban,0,36,12,5,Y
LP001514,Male,Yes,2,Graduate,No,32830,20350,148000,360,1,Urban,0,50,15,7,Y
LP001515,Male,Yes,0,Graduate,No,21300,66660,70000,180,1,Semiurban,1,15,4,5,N
LP001516,Male,No,0,Graduate,No,58150,36660,311000,360,1,Rural,0,45,5,4,N
LP001517,Male,Yes,3+,Graduate,No,34660,34280,150000,360,1,Rural,0,30,20,3,Y
LP001518,Female,Yes,2,Graduate,No,20310,16320,113000,480,1,Semiurban,0,21,12,5,Y
LP001519,Male,Yes,,Not Graduate,No,30740,18000,123000,360,0,Semiurban,1,31,11,3,N
LP001520,Male,No,0,Graduate,No,46830,19150,185000,360,1,Semiurban,0,33,6,5,N
LP001521,Female,No,0,Not Graduate,No,34000,0,95000,360,1,Rural,1,27,3,2,N
LP001522,Male,Yes,2,Not Graduate,No,21920,17420,45000,360,1,Semiurban,0,45,19,4,Y
LP001523,Male,No,0,Graduate,No,25000,0,55000,360,1,Semiurban,0,42,12,4,Y
LP001524,Male,Yes,3+,Graduate,Yes,56770,14240,100000,360,1,Rural,1,25,15,3,Y
LP001525,Male,Yes,2,Graduate,Yes,79480,71660,480000,360,1,Rural,1,23,16,5,Y
LP001526,Male,No,0,Graduate,No,46800,20870,,360,1,Semiurban,0,37,8,2,N
LP001527,Male,Yes,2,Graduate,Yes,175000,0,400000,360,1,Rural,0,29,7,5,Y
LP001528,Male,Yes,0,Graduate,No,37750,0,110000,360,1,Semiurban,0,20,19,6,Y
LP001529,Male,Yes,1,Not Graduate,No,52850,14300,161000,360,0,Semiurban,1,21,9,5,Y
LP001530,Male,No,1,Not Graduate,No,26790,13020,94000,360,1,Semiurban,0,30,11,7,Y
LP001531,Male,No,0,Not Graduate,No,67830,0,130000,360,1,Semiurban,0,43,8,5,Y
LP001532,Male,Yes,0,Graduate,No,10250,55000,216000,360,,Rural,0,50,5,6,Y
LP001533,Male,Yes,3+,Graduate,No,42810,0,100000,360,1,Urban,0,43,19,4,Y
LP001534,Male,No,2,Graduate,No,35880,0,110000,360,0,Rural,1,29,6,2,N
LP001535,Male,No,1,Graduate,No,112500,0,196000,360,,Semiurban,0,31,14,6,N
LP001536,Female,No,0,Not Graduate,Yes,181650,0,125000,360,1,Urban,1,27,5,4,Y
LP001537,Male,No,0,Not Graduate,,25500,20420,126000,360,1,Rural,0,31,20,5,Y
LP001538,Male,Yes,0,Graduate,No,61330,39060,324000,360,1,Urban,0,20,13,4,Y
LP001539,Male,No,2,Graduate,No,36170,0,107000,360,1,Semiurban,0,37,13,6,Y
LP001540,Male,Yes,0,Not Graduate,No,29170,5360,66000,360,1,Rural,1,40,3,3,N
LP001541,Male,Yes,3+,Graduate,No,64170,0,157000,180,1,Rural,1,48,17,7,Y
LP001542,Female,Yes,1,Graduate,No,46080,28450,140000,180,1,Semiurban,1,45,15,7,Y
LP001543,Female,No,0,Graduate,No,21380,0,99000,360,0,Semiurban,1,35,5,6,N
LP001544,Female,No,1,Graduate,,36520,0,95000,360,1,Semiurban,0,47,17,7,Y
LP001545,Male,Yes,1,Not Graduate,No,22390,25240,128000,360,1,Urban,1,39,5,3,Y
LP001546,Female,Yes,0,Not Graduate,No,30170,6630,102000,360,,Semiurban,0,35,18,7,Y
LP001547,Male,Yes,0,Graduate,No,27680,19500,155000,360,1,Rural,1,31,5,3,Y
LP001548,Male,No,0,Not Graduate,No,33580,0,80000,36,1,Semiurban,0,28,16,3,N
LP001549,Male,No,0,Graduate,No,25260,17830,145000,360,1,Rural,0,34,5,5,Y
LP001550,Female,No,0,Graduate,No,50000,0,103000,360,0,Semiurban,0,17,13,5,N
LP001551,Male,Yes,0,Graduate,No,27850,20160,110000,360,1,Rural,1,34,15,3,Y
LP001552,Male,Yes,2,Graduate,Yes,66330,0,,360,0,Rural,0,20,16,2,N
LP001553,Male,Yes,1,Not Graduate,No,24920,23750,,360,1,Rural,1,43,19,6,Y
LP001554,Male,Yes,1,Graduate,No,33330,32500,158000,360,1,Urban,1,42,8,7,Y
LP001555,Male,Yes,0,Not Graduate,No,24540,23330,181000,360,0,Urban,1,31,14,6,N
LP001556,Male,Yes,0,Graduate,No,35930,42660,132000,180,0,Rural,0,29,11,5,N
LP001557,Male,Yes,1,Graduate,No,54680,10320,26000,360,1,Semiurban,1,35,13,3,Y
LP001558,Female,No,0,Graduate,No,26670,16250,84000,360,,Urban,1,25,11,7,Y
LP001559,Male,Yes,3+,Graduate,Yes,101390,0,260000,360,1,Semiurban,0,39,15,3,Y
LP001560,Male,Yes,0,Graduate,No,38870,26690,162000,360,1,Semiurban,1,34,8,7,Y
LP001561,Female,Yes,0,Graduate,No,41800,23060,182000,360,1,Semiurban,0,48,16,4,Y
LP001562,Male,Yes,2,Not Graduate,No,36750,2420,108000,360,1,Semiurban,0,28,10,5,Y
LP001563,Female,Yes,1,Graduate,Yes,194840,0,600000,360,1,Semiurban,0,36,8,5,Y
LP001564,Male,Yes,0,Graduate,No,59230,20540,211000,360,1,Rural,1,31,6,6,Y
LP001565,Male,No,0,Not Graduate,Yes,58000,0,132000,360,1,Semiurban,1,26,15,4,Y
LP001566,Male,Yes,2,Graduate,No,87990,0,258000,360,0,Urban,0,15,14,6,N
LP001567,Male,Yes,0,Not Graduate,No,44670,0,120000,360,,Rural,1,40,6,4,Y
